,sbj,trial,value_0,value_1,gaze_0,gaze_1,true_drift_0,true_drift_1,true_threshold,true_ndt,rt,choice
0,1,1,1.515307046457199,5.70213902705039,0.8153676366608003,0.18463236333919975,0.121320271265813,1.2480277433172133,2.685671029110033,0.7951032247412645,3.8721032247410365,1.0
1,1,2,5.800809461910632,2.8906930838696656,0.05706971161625174,0.9429302883837483,0.36860395667241763,1.114727624193771,2.685671029110033,0.7951032247412645,4.199103224741001,1.0
2,1,3,1.9443492640261997,5.512754806471914,0.8435197936937118,0.15648020630628823,0.29484796017852916,0.969238742258491,2.685671029110033,0.7951032247412645,6.267103224741427,0.0
3,1,4,3.2093056435205716,2.883417960898433,0.2879883307501252,0.7120116692498748,0.28754620804556313,0.9357920358826636,2.685671029110033,0.7951032247412645,2.4641032247411916,1.0
4,1,5,2.712884079541922,5.816232793095402,0.6483735510617611,0.3516264489382389,0.19898748004065123,1.5712469647274705,2.685671029110033,0.7951032247412645,2.3761032247412013,1.0
5,1,6,4.3884450434373,2.9857151785380847,0.2903370865205678,0.7096629134794322,0.6161085201359436,0.7355821818598518,2.685671029110033,0.7951032247412645,4.277103224740992,1.0
6,1,7,1.1175750578741472,3.8244786035894216,0.7329478046138476,0.26705219538615244,0.10764530900656841,0.8882231142345994,2.685671029110033,0.7951032247412645,2.4731032247411906,1.0
7,1,8,5.585946798871789,1.2141584634242268,0.42431268377376197,0.575687316226238,1.9032552457386325,0.01642267059458048,2.685671029110033,0.7951032247412645,1.8311032247412613,0.0
8,1,9,3.1519772436187594,3.1372647145297794,0.6062354890532635,0.3937645109467365,0.8598037352728167,0.37808126782323864,2.685671029110033,0.7951032247412645,2.6081032247411757,0.0
9,1,10,3.764468570227227,2.659472966785459,0.18383499551201343,0.8161650044879866,0.2987357522188714,0.9289489765586955,2.685671029110033,0.7951032247412645,4.078103224741014,1.0
10,1,11,1.2744862099667826,3.320429682344428,0.633069470206648,0.36693052979335194,0.12231506658651145,0.8533747282358005,2.685671029110033,0.7951032247412645,2.1741032247412235,0.0
11,1,12,4.746201902009736,3.43235267831795,0.31944541985902664,0.6805545801409734,0.684916895314995,0.8315906068781532,2.685671029110033,0.7951032247412645,2.189103224741222,0.0
12,1,13,2.8650554842415827,4.105232988253184,0.8212673522067369,0.17873264779326314,1.0243970701643643,0.3088586045618815,2.685671029110033,0.7951032247412645,2.641103224741172,0.0
13,1,14,3.614254051372396,1.6269194715684112,0.17537804018414338,0.8246219598158566,0.5198637921470836,0.36210322594392175,2.685671029110033,0.7951032247412645,3.2741032247411024,0.0
14,1,15,2.7016662631254196,5.234385286752034,0.87563486706215,0.12436513293785001,0.8531287412087113,0.4956078615056574,2.685671029110033,0.7951032247412645,3.1981032247411108,1.0
15,1,16,5.3611452866725315,3.805107366621389,0.055325666400941276,0.9446743335990587,0.10955063908218939,1.8967896137515303,2.685671029110033,0.7951032247412645,1.8231032247412622,1.0
16,1,17,1.649651324610664,3.744891107506219,0.713762953484001,0.286237046515999,0.23377767556517792,0.778211520945102,2.685671029110033,0.7951032247412645,2.6631032247411697,0.0
17,1,18,3.9428329140433602,2.572519755020382,0.227721752650896,0.772278247349104,0.44774183134073986,0.7372882457334343,2.685671029110033,0.7951032247412645,3.1271032247411186,1.0
