,sbj,trial,value_0,value_1,gaze_0,gaze_1,true_drift_0,true_drift_1,true_threshold,true_ndt,rt,choice
0,1,1,2.939287176707374,3.3662309437856703,0.843795883621505,0.15620411637849496,0.6035538363390672,0.4828017304676767,0.9061724133033682,0.24476052157485173,1.2107605215748525,1.0
1,1,2,2.561973297781627,1.9047327856785983,0.4454095784851232,0.5545904215148768,0.6582587199225947,0.44267827800165294,0.9061724133033682,0.24476052157485173,0.5827605215748519,0.0
2,1,3,2.172225744736276,2.7939579594533104,0.7245627795069485,0.2754372204930515,0.5105571372730313,0.5707428519583616,0.9061724133033682,0.24476052157485173,0.7137605215748521,0.0
3,1,4,3.4927950689373475,2.7228231534115785,0.07411858907470836,0.9258814109252916,0.5005204628632692,0.5821876591177642,0.9061724133033682,0.24476052157485173,0.6677605215748521,1.0
4,1,5,2.4185766937251674,2.422249948822873,0.5569383396983884,0.44306166030161165,0.558877198911533,0.5213968957445928,0.9061724133033682,0.24476052157485173,1.1927605215748525,0.0
5,1,6,2.035492070797408,1.988880604050581,0.2709159068498327,0.7290840931501673,0.4756044052943887,0.6126874212498901,0.9061724133033682,0.24476052157485173,1.0437605215748524,1.0
6,1,7,2.5118903343938,2.9709366410430285,0.7112897296510083,0.28871027034899166,0.5407362357555879,0.5388890504216506,0.9061724133033682,0.24476052157485173,1.1197605215748525,0.0
7,1,8,3.331505050342553,2.4639407662185633,0.3811580744993127,0.6188419255006873,0.6346958074712028,0.45911259092116774,0.9061724133033682,0.24476052157485173,1.1927605215748525,1.0
8,1,9,2.866510461077847,2.264112286916256,0.7122062892588028,0.2877937107411972,0.7429214593742473,0.3922310130337953,0.9061724133033682,0.24476052157485173,0.6197605215748521,1.0
9,1,10,2.5782668123287156,2.364228557106649,0.3422038224329814,0.6577961775670186,0.5230467598729297,0.5571143136145214,0.9061724133033682,0.24476052157485173,0.48076052157485194,0.0
10,1,11,1.388586559686586,2.698745493066445,0.9087467078996692,0.09125329210033084,0.4154671876505088,0.7013714807727,0.9061724133033682,0.24476052157485173,0.4307605215748519,0.0
